casename,judge_name,girls,any_girls,progressive_vote,republican,age,catholic,woman,african,hispanic,child,femplaintiff,area,religion,race,circuit,year
Edmund v. MidAmerican Energy Co.,"Loken, James B.",2,1,0,1,50,0,0,0,0,2,0,employment,8,1,8,2002
Hunt v. Missouri,"Arnold, Morris S.",0,0,1,1,51,0,0,0,0,0,1,employment,2,1,8,2002
Fish v. St. Cloud State Univ.,"Murphy, Diana E.",0,0,1,0,NA,1,1,0,0,2,1,employment,4,1,8,2002
Lockridge v. Bd. of Trs.,"Riley, William",1,1,1,1,NA,NA,0,NA,NA,3,0,employment,NA,NA,8,2002
Cruzan v. Special Sch. Dist. # 1,"Bowman, Pasco M.",2,1,0,1,50,0,0,0,0,3,1,employment,3,1,8,2002
Tadlock v. Powell,"Riley, William",1,1,1,1,NA,NA,0,NA,NA,3,1,employment,NA,NA,8,2002
Campos v. City of Blue Springs,"Murphy, Diana E.",0,0,1,0,NA,1,1,0,0,2,1,employment,4,1,8,2002
Jacob-Mua v. Veneman,"Heaney, Gerald",1,1,1,0,48,1,0,0,0,2,3,employment,4,1,8,2002
Ballard v. Rubin,Louis F. Oberdorfer,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,employment,NA,NA,8,2002
Ltd. v. City of Coates,"Heaney, Gerald",1,1,0,0,48,1,0,0,0,2,NA,employment,4,1,8,2002
Hunt v. Neb. Pub. Power Dist.,"Beam, Clarence A.",0,0,0,1,57,0,0,0,0,5,1,employment,7,1,8,2002
Kipp v. Mo. Highway & Transp. Comm'n,"Riley, William",1,1,0,1,NA,NA,0,NA,NA,3,1,employment,NA,NA,8,2002
Duffy v. McPhillips,"Riley, William",1,1,0,1,NA,NA,0,NA,NA,3,0,employment,NA,NA,8,2002
Jackson v. Ark. Dep't of Educ.,"Loken, James B.",2,1,0,1,50,0,0,0,0,2,1,employment,8,1,8,2001
Gibson v. Ark. Dep't of Corr.,"Hall, Cynthia H.",0,0,0,1,55,0,1,0,0,0,1,employment,2,1,8,2001
"Beard v. Southern Flying J, Inc.",John R. Tunheim,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,8,2001
P.H. v. School Dist. of Kansas City,Harry F. Barnes,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,employment,NA,NA,8,2001
"Gannon v. Circuit City Stores, Inc.",Harold D. Vietor,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,employment,NA,NA,8,2001
"Rheineck v. Hutchinson Tech., Inc.","Hamilton, Clyde H.",0,0,0,1,57,0,0,0,0,2,1,employment,10,1,8,2001
Maitland v. Univ. of Minn.,"Bowman, Pasco M.",2,1,1,1,50,0,0,0,0,3,0,employment,3,1,8,2001
Greer v. St. Louis Reg'l Med. Ctr.,"Fagg, George B.",3,1,1,1,48,0,0,0,0,6,1,employment,10,1,8,2001
Patrick v. Henderson,Lyle E. Strom,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,8,2001
"Madison v. IBP, Inc.",Andrew W. Bogue,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,8,2001
Okruhlik v. Univ. of Ark.,"Murphy, Diana E.",0,0,0,0,NA,1,1,0,0,2,1,employment,4,1,8,2001
"Skinner v. Maritz, Inc.","Arnold, Morris S.",0,0,1,1,51,0,0,0,0,0,1,employment,2,1,8,2001
Martin v. DaimlerChrysler Corp.,"Murphy, Diana E.",0,0,0,0,NA,1,1,0,0,2,1,employment,4,1,8,2001
"Sowell v. Alumina Ceramics, Inc.","Arnold, Morris S.",0,0,0,1,51,0,0,0,0,0,1,employment,2,1,8,2001
Simmons v. New Pub. Sch. Dist. No. Eight,"Bye, Kermit",2,1,1,0,NA,NA,0,NA,NA,3,1,employment,NA,NA,8,2001
"Smith v. Ashland, Inc.",Andrew W. Bogue,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,8,2001
Gentry v. Georgia-Pacific Corp.,"Melloy, Michael",3,1,0,1,NA,NA,0,NA,NA,3,1,employment,NA,NA,8,2001
Bradford v. DANA Corp.,David S. Doty,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,8,2001
Kline v. W. City of Kan. City,"Loken, James B.",2,1,1,1,50,0,0,0,0,2,1,employment,8,1,8,2001
"Daggitt v. UFCW, Local 304A","Loken, James B.",2,1,1,1,50,0,0,0,0,2,1,employment,8,1,8,2001
Britton v. City of Poplar Bluff,"Arnold, Morris S.",0,0,0,1,51,0,0,0,0,0,1,employment,2,1,8,2001
Genosky v. Minnesota,"Loken, James B.",2,1,0,1,50,0,0,0,0,2,1,employment,8,1,8,2001
"LaCroix v. Sears, Roebuck & Co.",Richard H. Battey,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,8,2001
Mellon v. Federal Express Corp.,Howard F. Sachs,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,8,2001
Cronquist v. City of Minneapolis,"Bowman, Pasco M.",2,1,0,1,50,0,0,0,0,3,1,employment,3,1,8,2001
Broadus v. O.K. Indus.,"Hansen, David R.",NA,NA,0,1,53,0,0,0,0,2,0,employment,2,1,8,2001
Townsel v. State,"Bye, Kermit",2,1,0,0,NA,NA,0,NA,NA,3,1,employment,NA,NA,8,2000
Palesch v. Missouri Comm'n on Human Rights,James M. Moody,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,8,2000
Clearwater v. Independent Sch. Dist. No. 166,"Bye, Kermit",2,1,0,0,NA,NA,0,NA,NA,3,1,employment,NA,NA,8,2000
Gregory v. Columbus McKinnon Corp.,"Loken, James B.",2,1,0,1,50,0,0,0,0,2,1,employment,8,1,8,2000
Belk v. City of Eldon,"Bye, Kermit",2,1,1,0,NA,NA,0,NA,NA,3,1,employment,NA,NA,8,2000
Broadus v. O.K. Indus.,John F. Nagle,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,8,2000
Hudson v. Norris,"Arnold, Morris S.",0,0,1,1,51,0,0,0,0,0,1,employment,2,1,8,2000
Page v. Arkansas Dep't of Correction,"Beam, Clarence A.",0,0,1,1,57,0,0,0,0,5,1,employment,7,1,8,2000
Schoffstall v. Henderson,Mills,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,8,2000
Hocevar v. Purdue Frederick Co.,"Gibson, John R.",3,1,1,1,64,0,0,0,0,4,1,employment,7,1,8,2000
Clark v. Runyon,"Magill, Frank J.",0,0,0,1,59,1,0,0,0,1,1,employment,4,1,8,2000
Peterson v. Apfel,William Brevard Hand,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,employment,NA,NA,8,2000
Stuart v. GMC,Carman,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,8,2000
Buettner v. Eastern Arch Coal Sales Co.,Carman,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,8,2000
"Doumouras v. Northwest Airlines, Inc.","Beam, Clarence A.",0,0,0,1,57,0,0,0,0,5,1,employment,7,1,8,2000
Bassett v. City of Minneapolis,"Gibson, John R.",3,1,1,1,64,0,0,0,0,4,1,employment,7,1,8,2000
Schwieger v. Farm Bureau Ins. Co.,Richard H. Battey,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,8,2000
Lawrence v. Curators of the Univ. of Missouri,"McMillian, Theodore",2,1,1,0,59,1,0,1,0,2,1,employment,4,2,8,2000
"Manson v. Little Rock Newspapers, Inc.","Loken, James B.",2,1,0,1,50,0,0,0,0,2,1,employment,8,1,8,2000
Hubbard v. UPS,"Loken, James B.",2,1,0,1,50,0,0,0,0,2,1,employment,8,1,8,2000
Klein v. McGowan,"Murphy, Diana E.",0,0,0,0,NA,1,1,0,0,2,0,employment,4,1,8,1999
Miscellaneous Docket Matter 1 v. Miscellaneous Docket Matter 2,"Arnold, Morris S.",0,0,0,1,51,0,0,0,0,0,1,employment,2,1,8,1999
"Thorne v. Welk Inv., Inc.",Andrew W. Bogue,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,8,1999
Winkle v. Southwestern Bell Tel. Co.,"Arnold, Morris S.",0,0,0,1,51,0,0,0,0,0,0,employment,2,1,8,1999
Jefferson v. Missouri Dep't of Social Servs.,"Arnold, Morris S.",0,0,1,1,51,0,0,0,0,0,1,employment,2,1,8,1999
Hoffman v. Rubin,William Matthew Byrne,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,employment,NA,NA,8,1999
Becker v. University of Nebraska,"Murphy, Diana E.",0,0,0,0,NA,1,1,0,0,2,0,employment,4,1,8,1999
O'Sullivan v. Minnesota,"Fagg, George B.",3,1,0,1,48,0,0,0,0,6,1,employment,10,1,8,1999
Scamardo v. Scott County,Kopf,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,8,1999
Schmedding v. Tnemec Co.,Owen M. Panner,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,employment,NA,NA,8,1999
"Smith v. Robbins Hardwood Flooring, Inc.","Hansen, David R.",NA,NA,0,1,53,0,0,0,0,2,1,employment,2,1,8,1999
Malone v. Eaton Corp.,William Matthew Byrne,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,employment,NA,NA,8,1999
Gross v. Weber,Goldberg,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,8,1999
"Dhyne v. Meiners Thriftway, Inc.","Arnold, Morris S.",0,0,1,1,51,0,0,0,0,0,1,employment,2,1,8,1999
De Llano v. Berglund,Fenner,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,employment,NA,NA,8,1999
"Kimbrough v. Loma Linda Dev., Inc.","Hansen, David R.",NA,NA,1,1,53,0,0,0,0,2,1,employment,2,1,8,1999
Blackmon v. Pinkerton Sec. & Investigative Servs.,"Murphy, Diana E.",0,0,1,0,NA,1,1,0,0,2,1,employment,4,1,8,1999
Collins v. Henderson,"Murphy, Diana E.",0,0,0,0,NA,1,1,0,0,2,1,employment,4,1,8,1999
Euerle-Wehle v. UPS,"Bowman, Pasco M.",2,1,0,1,50,0,0,0,0,3,1,employment,3,1,8,1999
Hutchins v. International Bhd. of Teamsters,Carol E. Jackson,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,8,1999
Hedges v. Poletis,John F. Nagle,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,employment,NA,NA,8,1999
Brower v. Runyon,Montgomery,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,8,1999
"Kerns v. Capital Graphics, Inc.","Murphy, Diana E.",0,0,0,0,NA,1,1,0,0,2,1,employment,4,1,8,1999
Dodd v. Runyon,John R. Tunheim,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,8,1999
Forshee v. Waterloo Indus.,Andrew W. Bogue,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,8,1999
Carter v. Chrysler Corp.,Harold D. Vietor,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,8,1999
Briley v. Carlin,"Hansen, David R.",NA,NA,0,1,53,0,0,0,0,2,1,employment,2,1,8,1999
Barrett v. Acevedo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,employment,NA,NA,8,1999
Berg v. Norand Corp.,Harold D. Vietor,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,8,1999
Van Steenburgh v. Rival Co.,"Gibson, John R.",3,1,1,1,64,0,0,0,0,4,1,employment,7,1,8,1999
Excel Corp. v. Bosley,"Loken, James B.",2,1,1,1,50,0,0,0,0,2,1,employment,8,1,8,1999
Breeding v. Arthur J. Gallagher & Co.,"Arnold, Richard S.",2,1,1,0,44,0,0,0,0,2,1,employment,2,1,8,1999
Love v. Runyon,"Arnold, Richard S.",2,1,0,0,44,0,0,0,0,2,0,employment,2,1,8,1999
Cox v. Dubuque Bank & Trust Co.,Harold D. Vietor,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,8,1998
Lindstedt v. Missouri Libertarian Party,"Arnold, Richard",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,8,1998
Lynn v. Deaconess Med. Center-West Campus,"Arnold, Morris S.",0,0,1,1,51,0,0,0,0,0,0,employment,2,1,8,1998
"Cochenour v. Western Cameron Sav. & Loan, F.A.","Gibson, John R.",3,1,0,1,64,0,0,0,0,4,1,employment,7,1,8,1998
Flannery v. TWA,Kelley,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,8,1998
Kramer v. Logan County Sch. Dist. No. R-1,"Hansen, David R.",NA,NA,0,1,53,0,0,0,0,2,1,employment,2,1,8,1998
Newhouse v. McCormick & Co.,"Hansen, David R.",NA,NA,1,1,53,0,0,0,0,2,0,employment,2,1,8,1998
Phillips v. Taco Bell Corp.,"Murphy, Diana E.",0,0,1,0,NA,1,1,0,0,2,1,employment,4,1,8,1998
Newton v. Cadwell Lab.,"Heaney, Gerald",1,1,1,0,48,1,0,0,0,2,1,employment,4,1,8,1998
Norton v. AMISUB St. Joseph Hosp.,Magnuson,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,8,1998
Maitland v. University of Minn.,"Loken, James B.",2,1,1,1,50,0,0,0,0,2,0,employment,8,1,8,1998
Nichols v. Am. Nat'l Ins. Co.,"Loken, James B.",2,1,0,1,50,0,0,0,0,2,1,employment,8,1,8,1998
Kindred v. Northome/Indus. Sch. Dist. No. 363,H. Franklin Waters,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,8,1998
Lee v. Minn.,Rodney S. Webb,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,8,1998
Redman v. United States W. Bus. Res.,"Godbold, John",3,1,0,0,46,0,0,0,0,4,NA,employment,2,1,8,1998
Bergstrom-Ek v. Best Oil Co.,Jones,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,8,1998
Smith v. Riceland Foods,Kyle,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,employment,NA,NA,8,1998
Shempert v. Harwick Chem. Corp.,Stevens,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,8,1998
Treanor v. MCI Telecomms. Corp.,"Arnold, Morris S.",0,0,0,1,51,0,0,0,0,0,1,employment,2,1,8,1998
Rorie v. UPS,"Hansen, David R.",NA,NA,1,1,53,0,0,0,0,2,1,employment,2,1,8,1998
Oberkramer v. IBEW-NECA Serv. Ctr.,Michael J. Davis,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,employment,NA,NA,8,1998
Stewart v. Professional Computer Ctrs.,"Murphy, Diana E.",0,0,0,0,NA,1,1,0,0,2,1,employment,4,1,8,1998
Hupp v. United States Dep't of the Army,"Magill, Frank J.",0,0,0,1,59,1,0,0,0,1,1,employment,4,1,8,1998
Berry v. Oswalt,Sachs,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,8,1998
Bales v. Wal-Mart Stores,"Bowman, Pasco M.",2,1,1,1,50,0,0,0,0,3,0,employment,3,1,8,1998
Bosley v. Kearney R-1 Sch. Dist.,"Hansen, David R.",NA,NA,0,1,53,0,0,0,0,2,1,employment,2,1,8,1998
Lyoch v. Anheuser-Busch Cos.,"Magill, Frank J.",0,0,0,1,59,1,0,0,0,1,1,employment,4,1,8,1998
Todd v. Ortho Biotech,"Hansen, David R.",NA,NA,0,1,53,0,0,0,0,2,1,employment,2,1,8,1998
Rivers-Frison v. Southeast Mo. Community Treatment Ctr.,"Loken, James B.",2,1,1,1,50,0,0,0,0,2,1,employment,8,1,8,1998
Deneen v. Northwest Airlines,"Hansen, David R.",NA,NA,1,1,53,0,0,0,0,2,1,employment,2,1,8,1998
Lawrence v. Cooper Communities,"Beam, Clarence A.",0,0,1,1,57,0,0,0,0,5,1,employment,7,1,8,1998
"Schlueter v. Anheuser-Busch, Inc.","Beam, Clarence A.",0,0,1,1,57,0,0,0,0,5,1,employment,7,1,8,1998
Hathaway v. Runyon,"Murphy, Diana E.",0,0,1,0,NA,1,1,0,0,2,1,employment,4,1,8,1997
Couch v. Sprint Corp.,Lawrence L. Piersol,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,employment,NA,NA,8,1997
Herr v. Airborne Freight Corp.,"Loken, James B.",2,1,0,1,50,0,0,0,0,2,1,employment,8,1,8,1997
Jenson v. Eveleth Taconite Co.,"Lay, Donald",5,1,0,0,40,0,0,0,0,5,1,employment,8,1,8,1997
Anderson v. Genuine Parts Co.,"Loken, James B.",2,1,0,1,50,0,0,0,0,2,0,employment,8,1,8,1997
Wolff v. Brown,"Loken, James B.",2,1,0,1,50,0,0,0,0,2,0,employment,8,1,8,1997
Manning v. Metropolitan Life Ins. Co.,"Wollman, Roger L.",0,0,1,1,51,0,0,0,0,3,1,employment,21,1,8,1997
Krempel v. Prairie Island Indian Community,"Gibson, John R.",3,1,1,1,64,0,0,0,0,4,0,employment,7,1,8,1997
Hill v. St. Louis Univ.,"Hansen, David R.",NA,NA,0,1,53,0,0,0,0,2,1,employment,2,1,8,1997
Duffy v. Wolle,Goldberg,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,employment,NA,NA,8,1997
Jetton v. McDonnell Douglas Corp.,"Loken, James B.",2,1,0,1,50,0,0,0,0,2,1,employment,8,1,8,1997
Summit v. S-B Power Tool,"Magill, Frank J.",0,0,0,1,59,1,0,0,0,1,1,employment,4,1,8,1997
Kobrin v. University of Minnesota,"Magill, Frank J.",0,0,0,1,59,1,0,0,0,1,1,employment,4,1,8,1997
Stein v. State Farm Fire & Cas. Co.,"Arnold, Morris S.",0,0,1,1,51,0,0,0,0,0,1,employment,2,1,8,1997
"Gartman v. Gencorp, Inc.","Murphy, Diana E.",0,0,0,0,NA,1,1,0,0,2,1,employment,4,1,8,1997
"Harris v. Secretary, United States Dep't of the Army",Richard H. Kyle,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,8,1997
Montandon v. Farmland Indus.,Kopf,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,employment,NA,NA,8,1997
Piantanida v. Wyman Ctr.,"Arnold, Morris S.",0,0,0,1,51,0,0,0,0,0,1,employment,2,1,8,1997
Dodd v. Runyon,Tunheim,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,8,1997
Hanenburg v. Principal Mut. Life Ins. Co.,Smith,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,8,1997
Brooks v. Ferguson-Florissant Sch. Dist.,"Murphy, Diana E.",0,0,0,0,NA,1,1,0,0,2,0,employment,4,1,8,1997
Chock v. Northwest Airlines,"Fagg, George B.",3,1,0,1,48,0,0,0,0,6,0,employment,10,1,8,1997
Kunferman v. Ford Motor Co.,"Loken, James B.",2,1,0,1,50,0,0,0,0,2,1,employment,8,1,8,1997
Ward v. Procter & Gamble Paper Prods. Co.,Sachs,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,8,1997
Zirpel v. Toshiba Am. Info. Sys.,"Fagg, George B.",3,1,0,1,48,0,0,0,0,6,1,employment,10,1,8,1997
Crawford v. Davis,Andrew W. Bogue,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,8,1997
Faulkner v. Ensz,Andrew W. Bogue,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,8,1997
Feltmann v. Sieben,Rosenbaum,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,8,1997
Brandt v. Shop 'n Save Warehouse Foods,"Wollman, Roger L.",0,0,0,1,51,0,0,0,0,3,1,employment,21,1,8,1997
Lang v. Star Herald,"Hansen, David R.",NA,NA,0,1,53,0,0,0,0,2,1,employment,2,1,8,1997
Kimzey v. Wal-Mart Stores,"Murphy, Diana E.",0,0,1,0,NA,1,1,0,0,2,1,employment,4,1,8,1997
Caviness v. Nucor-Yamato Steel Co.,"Loken, James B.",2,1,0,1,50,0,0,0,0,2,1,employment,8,1,8,1997
Musso v. University of Minnesota,"Hansen, David R.",NA,NA,1,1,53,0,0,0,0,2,1,employment,2,1,8,1997
"Reiter v. Honeywell, Inc.",Andrew W. Bogue,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,employment,NA,NA,8,1997
Keevan v. Smith,"Wollman, Roger L.",0,0,0,1,51,0,0,0,0,3,1,employment,21,1,8,1996
"Devine v. Stone, Leyton & Gershman, P.C.","Murphy, Diana E.",0,0,1,0,NA,1,1,0,0,2,1,employment,4,1,8,1996
Johnson v. Baptist Medical Ctr.,"Fagg, George B.",3,1,0,1,48,0,0,0,0,6,1,employment,10,1,8,1996
Stevens v. St. Louis Univ. Medical Ctr.,"Loken, James B.",2,1,0,1,50,0,0,0,0,2,1,employment,8,1,8,1996
Richenberg v. Perry,"Loken, James B.",2,1,0,1,50,0,0,0,0,2,0,employment,8,1,8,1996
Peanick v. Morris,"Loken, James B.",2,1,0,1,50,0,0,0,0,2,0,employment,8,1,8,1996
Adam-Mellang v. Apartment Search,"Loken, James B.",2,1,0,1,50,0,0,0,0,2,1,employment,8,1,8,1996
Krauel v. Iowa Methodist Medical Ctr.,"Wollman, Roger L.",0,0,0,1,51,0,0,0,0,3,1,pregnancy,21,1,8,1996
Karcher v. Emerson Elec. Co.,"Wollman, Roger L.",0,0,0,1,51,0,0,0,0,3,1,employment,21,1,8,1996
Kinman v. Omaha Pub. Sch. Dist.,Richard H. Kyle,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,8,1996
Quick v. Donaldson Co.,Nagle,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,8,1996
Roxas v. Presentation College,"Gibson, John R.",3,1,0,1,64,0,0,0,0,4,0,employment,7,1,8,1996
Brine v. Univ. of Iowa,"Arnold, Morris S.",0,0,1,1,51,0,0,0,0,0,1,employment,2,1,8,1996
Mercer v. City of Cedar Rapids,"Bye, Kermit",2,1,1,0,NA,NA,0,NA,NA,3,1,employment,NA,NA,8,2002
Warren v. Prejean,"Mellow, Michael",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,8,2002
Duffy v. McPhillips,"Riley, William",1,1,0,1,NA,NA,0,NA,NA,3,0,equal protection,NA,NA,8,2002
Maitland v. Univ. of Minn.,"Bowman, Pasco M.",2,1,1,1,50,0,0,0,0,3,0,equal protection,3,1,8,2001
"Madison v. IBP, Inc.",Andrew W. Bogue,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,equal protection,NA,NA,8,2001
Okruhlik v. Univ. of Ark.,"Murphy, Diana E.",0,0,1,0,NA,1,1,0,0,2,1,equal protection,4,1,8,2001
Genosky v. Minnesota,"Loken, James B.",2,1,0,1,50,0,0,0,0,2,1,employment,8,1,8,2001
Townsel v. State,"Bye, Kermit",2,1,0,0,NA,NA,0,NA,NA,3,1,equal protection,NA,NA,8,2000
Peterson v. Apfel,William Brevard Hand,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,equal protection,NA,NA,8,2000
Martin v. City of Brentwood,Rodney S. Webb,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,equal protection,NA,NA,8,2000
Clevenger v. Minnesota Dep't of Corrections,"Bowman, Pasco M.",2,1,0,1,50,0,0,0,0,3,0,equal protection,3,1,8,1999
Cox v. Dubuque Bank & Trust Co.,Harold D. Vietor,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,8,1998
Maitland v. University of Minn.,"Loken, James B.",2,1,1,1,50,0,0,0,0,2,0,equal protection,8,1,8,1998
Helvey v. City of Maplewood,"Arnold, Morris S.",0,0,1,1,51,0,0,0,0,0,1,equal protection,2,1,8,1998
Duffy v. Wolle,Richard W. Goldberg,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,equal protection,NA,NA,8,1997
Crawford v. Davis,Andrew W. Bogue,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,Title IX,NA,NA,8,1997
Lang v. Star Herald,"Hansen, David R.",NA,NA,0,1,53,0,0,0,0,2,1,pregnancy,2,1,8,1997
Klinger v. Department of Corrections,"Arnold, Morris S.",0,0,1,1,51,0,0,0,0,0,1,Title IX,2,1,8,1997
Keevan v. Smith,"Wollman, Roger L.",0,0,0,1,51,0,0,0,0,3,1,equal protection,21,1,8,1996
Andrews v. Fowler,"Gibson, John R.",3,1,1,1,64,0,0,0,0,4,1,equal protection,7,1,8,1996
Brine v. Univ. of Iowa,"Arnold, Morris S.",0,0,0,1,51,0,0,0,0,0,1,equal protection,2,1,8,1996
Vaughn v. Ruoff,Harold D. Vietor,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,abortion,NA,NA,8,2001
Thorburn v. Austin,"Fagg, George B.",3,1,1,1,48,0,0,0,0,6,1,abortion,10,1,8,2000
Tarsney v. O'Keefe,"Magill, Frank J.",0,0,1,1,59,1,0,0,0,1,1,abortion,4,1,8,2000
Veneklase v. City of Fargo,"Fagg, George B.",3,1,1,1,48,0,0,0,0,6,1,abortion,10,1,8,1999
"Planned Parenthood of Greater Iowa, Inc. v. Atchison",Andrew W. Bogue,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,abortion,NA,NA,8,1997
Bergstrom-Ek v. Best Oil Co.,John B. Jones,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,pregnancy,NA,NA,8,1998
Deneen v. Northwest Airlines,"Hansen, David R.",NA,NA,1,1,53,0,0,0,0,2,1,pregnancy,2,1,8,1998
Piantanida v. Wyman Ctr.,"Arnold, Morris S.",0,0,0,1,51,0,0,0,0,0,1,pregnancy,2,1,8,1997
Lansdale v. Hi-Health Supermart Corp.,"Fernandez, Ferdinand F.",NA,NA,0,1,52,NA,0,0,1,NA,1,employment,NA,3,9,2002
Rudebusch v. Hughes,"McKeown, M. Margaret",0,0,1,0,NA,NA,1,NA,NA,0,NA,employment,NA,NA,9,2002
Vasquez v. County of L.A.,"Fletcher, William",0,0,0,0,43,0,0,0,0,0,0,employment,99,1,9,2002
"Rene v. MGM Grand Hotel, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,employment,NA,NA,9,2002
Jasch v. Potter,"Berzon, Marsha",1,1,1,0,NA,NA,1,NA,NA,2,0,employment,NA,NA,9,2002
Whitmire v. Arizona,John W. Sedwick,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,employment,NA,NA,9,2002
Costa v. Desert Palace,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,9,2002
Ferguson v. Countrywide Credit Indus.,James M. Fitzgerald,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,9,2002
Pool v. Vanrheen,"John S. Rhoades, Jr.",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,9,2002
Gibson v. County of Washoe,"Berzon, Marsha",1,1,1,0,NA,NA,1,NA,NA,2,0,employment,NA,NA,9,2002
Hemmings v. Tidyman's Inc.,"Gould, Ronald",1,1,1,0,NA,NA,0,NA,NA,2,1,employment,NA,NA,9,2002
"Villiarimo v. Aloha Island Air, Inc.","Berzon, Marsha",1,1,0,0,NA,NA,1,NA,NA,2,1,employment,NA,NA,9,2002
Circuit City Stores v. Adams,"Brunetti, Melvin T.",1,1,1,1,52,NA,0,0,0,2,0,employment,NA,1,9,2002
